track,model,threshold,n_bets,flat_roi,roi_lo,roi_hi
market_blind,mlp,0.12999999999999998,1978,-0.15962082912032358,-0.23559403437815973,-0.0855893579373105
market_blind,mlp,0.13999999999999999,1715,-0.15053644314868805,-0.23091953352769679,-0.06868163265306121
market_blind,mlp,0.14999999999999997,1476,-0.14159891598915988,-0.22329234417344168,-0.050530318428184375
market_blind,mlp,0.15999999999999998,1272,-0.13955974842767296,-0.23497346698113206,-0.0399223663522013
market_blind,mlp,0.16999999999999996,1111,-0.1500990099009901,-0.25574414941494145,-0.04105108010801081
market_blind,mlp,0.17999999999999997,969,-0.13330237358101135,-0.24802450980392157,-0.012744582043343647
market_blind,mlp,0.18999999999999997,846,-0.1508983451536643,-0.27088711583924346,-0.02474734042553193
market_blind,mlp,0.19999999999999996,727,-0.15480055020632735,-0.2879246905089408,-0.020033700137551624
market_blind,stacking,0.02,7855,-0.05890515595162318,-0.09992711648631443,-0.015796976448122266
market_blind,stacking,0.03,6463,-0.06814637165403063,-0.11257960699365618,-0.0205371344576822
market_blind,stacking,0.039999999999999994,5227,-0.06061794528410177,-0.11026453988903767,-0.00959785727951027
market_blind,stacking,0.049999999999999996,4174,-0.0668471490177288,-0.1229012338284619,-0.00876820795400101
market_blind,stacking,0.06,3312,-0.08177536231884058,-0.14293078200483092,-0.018112922705314075
market_blind,stacking,0.06999999999999999,2616,-0.09386085626911315,-0.16323193807339445,-0.023948585626911406
market_blind,stacking,0.07999999999999999,2090,-0.09661722488038278,-0.17443289473684212,-0.018974641148325366
market_blind,stacking,0.09,1639,-0.05735814521049422,-0.14571201952410004,0.03359472239170219
market_blind,stacking,0.09999999999999999,1245,-0.05786345381526105,-0.1454429718875502,0.03319999999999993
market_blind,stacking,0.10999999999999999,980,-0.07275510204081634,-0.16109719387755098,0.023965051020408128
market_blind,stacking,0.11999999999999998,789,-0.07873257287705955,-0.18222813688212927,0.03649017743979715
market_blind,stacking,0.12999999999999998,631,-0.04768621236133123,-0.1700130744849445,0.07507448494453248
market_blind,stacking,0.13999999999999999,489,-0.060756646216768906,-0.19919069529652347,0.08198108384458057
market_blind,stacking,0.14999999999999997,373,-0.042332439678284185,-0.19716085790884716,0.12051206434316353
market_blind,stacking,0.15999999999999998,306,-0.02771241830065361,-0.20334558823529408,0.16249918300653585
market_blind,stacking,0.16999999999999996,234,-0.04816239316239316,-0.25158867521367523,0.17101388888888872
market_blind,stacking,0.17999999999999997,180,-0.012333333333333337,-0.23989722222222215,0.2218361111111111
market_blind,stacking,0.18999999999999997,144,0.02666666666666669,-0.2161458333333333,0.29903124999999997
market_blind,stacking,0.19999999999999996,113,-0.03725663716814159,-0.3099402654867256,0.2519933628318582
market_blind,xgboost,0.02,10760,-0.04045353159851301,-0.07805973513011152,-0.004210780669144999
market_blind,xgboost,0.03,9478,-0.042582823380460016,-0.08547736864317367,-0.002656414855454793
market_blind,xgboost,0.039999999999999994,8239,-0.045595339240199054,-0.09010162034227455,-0.0018121738075009249
market_blind,xgboost,0.049999999999999996,7126,-0.04296940780241369,-0.08873617737861351,0.0052232669099073386
market_blind,xgboost,0.06,6123,-0.03731994120529152,-0.08864661930426261,0.016850890086558785
market_blind,xgboost,0.06999999999999999,5222,-0.05234584450402145,-0.11091703370356186,0.006232908847184979
market_blind,xgboost,0.07999999999999999,4403,-0.05871678401090166,-0.12368010447422212,0.005868214853508863
market_blind,xgboost,0.09,3721,-0.0545606019887127,-0.12065667831228163,0.014366366568126836
market_blind,xgboost,0.09999999999999999,3107,-0.06463147730930158,-0.138424605728999,0.011025185065980018
market_blind,xgboost,0.10999999999999999,2568,-0.06933411214953271,-0.1489260124610592,0.010967484423675983
market_blind,xgboost,0.11999999999999998,2157,-0.05770978210477515,-0.14402630968938337,0.032909364858599854
market_blind,xgboost,0.12999999999999998,1792,-0.05558035714285713,-0.1497230747767857,0.04129338727678563
market_blind,xgboost,0.13999999999999999,1503,-0.06234198270126414,-0.16141516966067865,0.041289920159680575
market_blind,xgboost,0.14999999999999997,1245,-0.03468273092369477,-0.15074136546184733,0.08846285140562236
market_blind,xgboost,0.15999999999999998,1055,-0.09939336492890995,-0.2087170616113744,0.021207109004739155
market_blind,xgboost,0.16999999999999996,924,-0.11357142857142857,-0.22708089826839825,0.010113636363636326
market_blind,xgboost,0.17999999999999997,755,-0.08260927152317882,-0.22500364238410595,0.06342814569536409
market_blind,xgboost,0.18999999999999997,634,-0.0829968454258675,-0.23751380126182964,0.07348304416403777
market_blind,xgboost,0.19999999999999996,531,-0.07700564971751413,-0.23594774011299433,0.096969868173258
market_blind,xgboost_tuned,0.02,9922,-0.0600413223140496,-0.0979843277565007,-0.021886313243297727
market_blind,xgboost_tuned,0.03,8254,-0.05211412648412891,-0.09200272595105405,-0.007226859704385815
market_blind,xgboost_tuned,0.039999999999999994,6775,-0.04566789667896679,-0.0928439483394834,0.0032814760147601334
market_blind,xgboost_tuned,0.049999999999999996,5405,-0.05644958371877891,-0.10894366327474558,0.0022426456984273677
market_blind,xgboost_tuned,0.06,4325,-0.05880462427745665,-0.11802919075144504,0.0017704624277455011
market_blind,xgboost_tuned,0.06999999999999999,3392,-0.06803066037735848,-0.13757775648584902,-0.002485333136792538
market_blind,xgboost_tuned,0.07999999999999999,2607,-0.07689681626390488,-0.15219639432297657,0.00019581894898350013
market_blind,xgboost_tuned,0.09,2034,-0.0939282202556539,-0.17244923795476894,-0.009771878072763066
market_blind,xgboost_tuned,0.09999999999999999,1600,-0.08023750000000002,-0.16577703125,0.009718749999999996
market_blind,xgboost_tuned,0.10999999999999999,1254,-0.094066985645933,-0.18541188197767142,0.0029914274322168097
market_blind,xgboost_tuned,0.11999999999999998,980,-0.03625510204081633,-0.14198571428571424,0.07057270408163266
market_blind,xgboost_tuned,0.12999999999999998,775,0.005703225806451617,-0.11347290322580637,0.13518870967741936
market_blind,xgboost_tuned,0.13999999999999999,628,0.06711783439490444,-0.08039570063694264,0.2072623407643312
market_blind,xgboost_tuned,0.14999999999999997,498,0.010783132530120493,-0.15397339357429715,0.16784337349397585
market_blind,xgboost_tuned,0.15999999999999998,386,0.055103626943005184,-0.12228626943005175,0.25313471502590673
market_blind,xgboost_tuned,0.16999999999999996,306,0.031633986928104575,-0.18114460784313724,0.2619501633986927
market_blind,xgboost_tuned,0.17999999999999997,226,0.048097345132743406,-0.2173993362831858,0.3127278761061946
market_blind,xgboost_tuned,0.18999999999999997,175,0.006285714285714283,-0.2833185714285714,0.3340328571428569
market_blind,xgboost_tuned,0.19999999999999996,131,-0.012671755725190813,-0.3235896946564885,0.37040458015267164
